,holland,dennis,dushku,soares,gerard,eyring,bednar,feo,nielson,alonso,gong,nelson1,cook,bowen,bangerter,spannaus,carpenter,uchtdorf,rasband,porter,renlund,pieper,kearon,taylor,oaks,christofferson,godoy,stevenson,held,andersen,pace,nelson
remembering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052346781278497866,0.0
remembrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04759755329984803,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
remind,0.0,0.05467534462930608,0.0,0.04894516522633679,0.049909945558087455,0.02922435681859412,0.02673435697874054,0.0,0.029650007193730718,0.028546615508399396,0.03997242505522816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02553316713766816,0.0,0.0,0.0,0.0,0.0,0.06456638240208247,0.025196424921966953,0.0,0.0,0.031729559124548674,0.0,0.0,0.0
reminder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206533473247515,0.04759755329984803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052346781278497866,0.0
remodel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052346781278497866,0.0
remorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05838274115706665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remove,0.0,0.0,0.0,0.0,0.04127731201025748,0.0,0.0,0.09467187328286931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06826340073228332,0.03348429681687378,0.037887980984462805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
render,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renew,0.03692968319898258,0.03260168381316723,0.0,0.06124780265804445,0.0,0.0,0.05664285929040378,0.0,0.0,0.03572196487902988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027900131090140588,0.0,0.0,0.0,0.03385814437161823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renlund,0.0,0.06176935310565653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073812365529937,0.0,0.0,0.0,0.0,0.03432208919746463,0.0,0.0,0.0,0.07450210937285051,0.07181362908821569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renovation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047820799946053955,0.0,0.0
rent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669357756474663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reorganize,0.0,0.0,0.0,0.0,0.058043295632831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reorientation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669357756474663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05621009307847937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeat,0.0,0.0,0.0,0.0,0.0,0.0,0.033454185165208886,0.0,0.03710270015462225,0.0,0.0,0.0,0.0,0.0,0.0,0.0399667367045463,0.0,0.0,0.0,0.0,0.04723902829252441,0.0,0.0,0.0,0.0,0.03152968539737352,0.038811180111561636,0.0,0.0,0.0,0.033266799251693145,0.0
repeatedly,0.03692968319898258,0.03260168381316723,0.0,0.0,0.0,0.0,0.033454185165208886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07789045516360404,0.0,0.0360292231469335,0.0,0.0,0.0,0.038811180111561636,0.0,0.0,0.0,0.0,0.03401152574987073
repent,0.02951174356445374,0.0,0.02603531807278038,0.0,0.0,0.0,0.0,0.03221586044191257,0.0,0.028546615508399396,0.0,0.0,0.021635381456393342,0.0,0.0,0.03193875448043666,0.041500124883606625,0.0,0.0,0.0,0.0467905060149118,0.0,0.04874935750803955,0.0,0.02705717427575925,0.025196424921966953,0.0,0.0,0.031729559124548674,0.0,0.0,0.0
repentance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08387468478612366,0.030671527513167443,0.0,0.0,0.0,0.0728036598284942,0.09044777073234353,0.0360292231469335,0.0,0.0,0.08227475644302629,0.0,0.0,0.03970495894130539,0.0,0.0,0.0
repentant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213050076808727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repenting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repetition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03997363562543182,0.0,0.03517198766465922,0.0,0.0,0.0,0.0,0.0,0.03242736584866754,0.0,0.0,0.031220837875963713,0.0,0.0,0.03348429681687378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reply,0.0,0.0,0.038914580184525496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04635809664524988,0.0,0.0,0.06146124189299144,0.03973559913290833,0.0
report,0.0,0.0,0.038914580184525496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03233806416937324,0.0,0.0,0.0,0.03663567128404036,0.0,0.03816402308456869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
represent,0.0,0.036481974995953174,0.0,0.0,0.0,0.0,0.03743594207285117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04472362524220959,0.0,0.0,0.035753923936239856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05757989829320136,0.0,0.0
reproach,0.0,0.0,0.0,0.0,0.058043295632831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06107111000036774,0.0,0.0,0.0,0.0,0.0
require,0.02951174356445374,0.04411172378295988,0.0,0.04894516522633679,0.07034227326278687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021635381456393342,0.0,0.0,0.0,0.05143833510870297,0.03920914384388679,0.0,0.0,0.022295926821531916,0.03028957214314608,0.0,0.02391234452020379,0.0,0.0,0.031015310602983723,0.022086970743900373,0.0,0.0,0.0,0.0
requirement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090627985704239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03590111122228065,0.0,0.0,0.0,0.09143174562855612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rescue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04111374604895313,0.0,0.0,0.0,0.04636140035584006,0.03850388221476701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04418553097924995,0.0,0.0,0.11092844785837817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resident,0.0,0.0,0.0,0.0,0.0,0.0575446086226414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resist,0.0,0.0,0.0,0.0,0.08779894270119305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
resolute,0.05191550207587659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04418553097924995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolve,0.04411073865560978,0.0,0.0,0.043208038269866585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037542859674869755,0.03233806416937324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resonate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
resource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09272829829437942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05328381706897706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029542449288719,0.0,0.027073554001604702,0.03400964885439988,0.0,0.0399667367045463,0.030671527513167443,0.04906457856329909,0.03195106962763457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respond,0.059480444623250577,0.0,0.0,0.0,0.035089486303057325,0.0,0.03182397090878701,0.0,0.03529469465560582,0.0,0.0,0.029899402826997757,0.0,0.0,0.03576787678084999,0.0,0.0,0.0,0.0,0.04864613253439654,0.0,0.0,0.0,0.05973639317726403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
responder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046486351742089524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03316744394210643,0.028569238993050906,0.0358885200714136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05346271212057831,0.0,0.0,0.0409553130757723,0.06959760362696309,0.0,0.0,0.0,0.0
responsibilitiesapril,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
responsibilitiescovenant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
responsibility,0.0,0.0,0.0,0.03817237684010178,0.0,0.0,0.0,0.0,0.03915244773338889,0.0,0.0,0.08654838568106527,0.0,0.0,0.06717959199908823,0.0,0.0,0.0,0.0,0.0,0.02944148053131227,0.0,0.0,0.0,0.11423250410574327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
responsible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04759755329984803,0.0,0.0,0.0,0.0,0.0,0.046766244278440665,0.0
rest,0.0,0.0393697852348095,0.02323656373277509,0.0,0.026308821886710722,0.02608278600116608,0.0,0.028752707851390797,0.0,0.05346823566491656,0.0,0.0,0.0,0.02425662927517386,0.0,0.028505390329992865,0.0,0.0,0.022788393206316003,0.0,0.03369219134007531,0.0,0.025697045938026932,0.03613481930638809,0.0,0.0,0.02768121516715858,0.0,0.04794769850644291,0.0,0.023726808238290785,0.0
restoration,0.05428926882134701,0.0,0.06750117225471033,0.0,0.0,0.0,0.0,0.0,0.06760540625583772,0.0,0.0,0.0,0.02350655408688529,0.0,0.0,0.0,0.026630486724163616,0.0,0.0,0.0,0.02422422783734662,0.0,0.031282294247798166,0.0,0.06169345076700283,0.0,0.0,0.0,0.0,0.0,0.028883825738620434,0.04999936919333682
restore,0.0,0.0,0.040815807269974635,0.02676614819339167,0.0,0.0,0.04191169698332957,0.0,0.046482588604819575,0.04475279132537477,0.04587423000797815,0.03937706940655952,0.0,0.06005044642370128,0.0,0.0,0.0476274899919134,0.0,0.0,0.0,0.0,0.0,0.0,0.02214078171294663,0.06537326831043845,0.0,0.0,0.0,0.0,0.02248681509945224,0.04167693826517721,0.0656694169086685
restrict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restriction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,0.0,0.0,0.0,0.036173938899859266,0.03688697980208418,0.0,0.0,0.0,0.0,0.03572196487902988,0.0,0.0,0.0,0.03400964885439988,0.06366253970697236,0.0,0.0,0.0,0.0,0.0,0.0,0.06417539700824268,0.0360292231469335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resurrect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437626684336259,0.0,0.0,0.0,0.0,0.0,0.06580305451680682,0.0,0.0,0.0,0.0,0.0,0.040571520563738,0.0,0.0,0.0,0.0,0.0,0.0
resurrected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04961335573010249,0.0,0.0,0.0,0.0,0.0,0.0
resurrection,0.0,0.0710291128247323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06436397505333326,0.0,0.0,0.0,0.0,0.0,0.0394672669117526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04961335573010249,0.0,0.0,0.0,0.0,0.0,0.0
rethink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retreat,0.05811049131824634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
return,0.024539704714243073,0.0,0.0216489756442912,0.0,0.0,0.04114472250236543,0.0376390729827659,0.0,0.0,0.0,0.0,0.0,0.017990325483831855,0.04742726818863171,0.0,0.0,0.020381172084591493,0.0404109744738276,0.0,0.0,0.0185395843975067,0.052856671886054564,0.040536230454959306,0.019883673503379166,0.0,0.0,0.025789955857928003,0.018365832533875682,0.026383870201670812,0.04818985692696921,0.0,0.053931671458144176
reveal,0.0,0.0,0.028287026678063286,0.0,0.03202703958882321,0.0,0.029046523148458722,0.0,0.0,0.0,0.0,0.02728992239305013,0.0,0.04999661002309923,0.06851176541611032,0.0,0.026630486724163616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02939725984648491,0.0,0.0,0.023997199839225616,0.0,0.0,0.048904568113129966,0.0
revelation,0.05527593487650096,0.0,0.06845282892955275,0.0,0.0,0.02608278600116608,0.0,0.0,0.0,0.025477900779305132,0.0,0.022417485873139197,0.05038723661519612,0.0,0.06399434025793795,0.0,0.0,0.02066815281372482,0.038584103706765356,0.06175433094020041,0.0,0.0,0.0,0.0,0.05762560132688619,0.05366263019996547,0.0,0.0,0.0,0.04548816166574497,0.023726808238290785,0.04107231000565054
revelator,0.04752008725861445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437626684336259,0.0,0.0,0.0,0.0,0.04111374604895313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04961335573010249,0.0,0.0,0.0,0.0,0.0,0.0
reverence,0.0,0.0,0.0,0.0,0.0,0.0,0.04304791323691532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850388221476701,0.0,0.0,0.0,0.03556464817933701,0.0,0.0,0.0,0.0
reverent,0.0,0.0,0.04579995778634897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153057796654005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reverently,0.0,0.0,0.0,0.05085308178598228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
review,0.0,0.0,0.0,0.0,0.0,0.0,0.05264164130862176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revision,0.0,0.0,0.0,0.0,0.058043295632831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07300482991926868,0.0,0.0,0.0,0.0,0.0,0.0,0.08827882839650983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rexburg,0.0,0.0,0.0,0.0,0.0,0.13731837506906022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
richard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
rick,0.0,0.0,0.0,0.0,0.0,0.051409946476673525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206533473247515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10740490760625303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridicule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04961335573010249,0.0,0.0,0.0,0.0,0.0,0.0
right,0.0,0.0,0.0,0.0,0.0497081619298921,0.0,0.021481907948030343,0.025886470694997086,0.023824725827543244,0.0,0.01897006826038632,0.03417241788561352,0.017384718593993268,0.02183858738232975,0.0,0.0,0.04133234177593266,0.0,0.0,0.05559830004308008,0.0179154878487275,0.04120889402181806,0.03917166256686464,0.0,0.0,0.03427967880929549,0.02492179063377846,0.01774758498020398,0.04316799303546473,0.0,0.021361581988063788,0.0
righteous,0.030734693956612824,0.0,0.0,0.030105726477583656,0.0,0.0,0.0,0.0,0.0,0.0,0.024586675513169516,0.044290096299152676,0.04728580563159795,0.0,0.031292665599566394,0.0,0.025526349798879466,0.0,0.0,0.0,0.02321985774382364,0.0,0.0,0.0,0.0,0.0,0.0,0.02300224264147113,0.0,0.04282386823132944,0.04687691687160064,0.0
righteousness,0.03692968319898258,0.0,0.0,0.036173938899859266,0.0,0.0,0.0,0.0,0.06282033215795971,0.03572196487902988,0.0,0.031431029187729935,0.027073554001604702,0.0,0.03760012150031656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03922181800810379,0.0,0.0,0.0,0.08058966317118943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669357756474663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08171637305969522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rise,0.0,0.0,0.0,0.0,0.03688697980208418,0.0,0.0,0.12414305051250298,0.06282033215795971,0.0,0.0,0.08774787336242844,0.0,0.0,0.03760012150031656,0.0,0.0,0.0,0.0,0.0,0.0,0.037903023284141815,0.0,0.0,0.0,0.03152968539737352,0.0,0.0,0.0,0.0,0.0,0.0
risky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ritual,0.0,0.08685877661969371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,0.0,0.0,0.0,0.05085308178598228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038059821455776494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
road,0.0,0.0,0.0,0.0,0.0,0.04705733441548296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0740966386721734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849667429930145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
