,holland,dennis,dushku,soares,gerard,eyring,bednar,feo,nielson,alonso,gong,nelson1,cook,bowen,bangerter,spannaus,carpenter,uchtdorf,rasband,porter,renlund,pieper,kearon,taylor,oaks,christofferson,godoy,stevenson,held,andersen,pace,nelson
blessing,0.019520581933341337,0.055097304450814094,0.01722109567977059,0.019121104677275985,0.0,0.019330489589022302,0.01768347589151872,0.021309223629433653,0.03320606446477598,0.018882196700248315,0.03726384734151449,0.0,0.024230209006928072,0.06264847090167552,0.06354473448557997,0.0,0.0663264220299983,0.025934940213517176,0.016888947277547122,0.0864240724879589,0.0,0.0,0.0,0.0331934399897519,0.04270751929877133,0.0,0.020515118345728976,0.0,0.03553502631026219,0.027198801123328533,0.03690289243803571,0.05296180643018122
blind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11771606252351693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040317464137823944,0.03348429681687378,0.0,0.03528238605371294,0.0,0.03092823807174156,0.0,0.0,0.0,0.0
bliss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062477510554805424,0.0,0.0,0.0
block,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669357756474663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blood,0.04752008725861445,0.0710291128247323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849667429930145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06107111000036774,0.0,0.0,0.0,0.0,0.0
blueprint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07363606060834424,0.0,0.0,0.0,0.0
blurry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06343506863398186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153057796654005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06640831057685623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
body,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027073554001604702,0.08115703328492199,0.03760012150031656,0.0,0.0,0.0,0.0,0.05113807858992365,0.0,0.037903023284141815,0.0,0.0,0.0,0.0,0.038811180111561636,0.0,0.0,0.0,0.0,0.03401152574987073
boldly,0.05191550207587659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052158728156947345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bolster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
bond,0.0,0.0,0.0,0.036173938899859266,0.0,0.036570060208324526,0.0,0.0,0.0,0.0,0.0,0.0,0.027073554001604702,0.0,0.0,0.0,0.1042186383464968,0.0289783304881226,0.0,0.0,0.0,0.0,0.0360292231469335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03401152574987073
bondage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08046803044369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
book,0.0,0.049955860135306285,0.020920207906324855,0.023228341139589034,0.0,0.0,0.0,0.0,0.05685280889749387,0.022938115439503675,0.03981081836811961,0.020182780491836663,0.04148505595050225,0.0,0.02414413458034417,0.025663807222634182,0.0,0.0,0.020516713624690323,0.0,0.0179154878487275,0.024338636649526093,0.0,0.0,0.06695106835031785,0.02024613052124551,0.0,0.0,0.04316799303546473,0.019514627524998066,0.09849650103118153,0.0
bookend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
border,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
borrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04826300631033775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bound,0.0,0.0,0.0,0.05692129420825788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12171962183014313,0.0,0.05328381706897706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11230868050029971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boy,0.0,0.0,0.07214881704987387,0.0,0.0,0.06533919642139054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358885200714136,0.0,0.0,0.032365983415168886,0.0,0.0,0.05396321402038142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08376998435045951,0.0
brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05351568801285192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
branch,0.0,0.041950938252894275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03801440051540426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10586886392411766,0.0,0.0,0.0,0.0,0.0,0.0
brass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05328381706897706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791821346454195,0.0
brave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04073754352306532,0.0,0.07188956945248487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04759755329984803,0.0,0.0,0.0,0.0,0.0,0.0,0.04781317581732708
bread,0.0,0.05824895584535317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03769543340596826,0.031174528993107957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06049385571034361,0.05633363181651767,0.0,0.0,0.0,0.03206943239303693,0.0,0.0
breadth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
break,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031015517928269114,0.02565016702362675,0.02728992239305013,0.02350655408688529,0.0,0.0,0.0,0.07434591348233578,0.0,0.0,0.04440052496255872,0.0,0.03290921712134072,0.031282294247798166,0.0,0.02939725984648491,0.0,0.0,0.023997199839225616,0.0,0.0,0.0,0.0
breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04781053729020547,0.0,0.0,0.0,0.0,0.0,0.0,0.08231138925571077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breathe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03801440051540426,0.0,0.0,0.0437626684336259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850388221476701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breathless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breathtake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047820799946053955,0.0,0.0
breathtaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
brent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09885057358344848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034837494858133804,0.0,0.0,0.0,0.0,0.0,0.04111374604895313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667583481408839,0.0,0.0,0.0,0.0
bridgstock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09755682902129728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
briefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
brigham,0.0,0.0,0.0,0.0,0.04127731201025748,0.0,0.0,0.0,0.0,0.0,0.0,0.059551351749106925,0.030295880599247385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031220837875963713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05757989829320136,0.0,0.0
bright,0.0,0.0,0.09286164325968102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03528704139701882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03574140502644124,0.0,0.0,0.0,0.0,0.0,0.0,0.03973559913290833,0.0
brightness,0.0,0.0,0.04192231421102774,0.0,0.0,0.0,0.04304791323691532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04376508357041625
brilliance,0.0,0.0,0.05126518945015407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bring,0.020794546474455694,0.0,0.0,0.02036899828152244,0.020770500837057823,0.0,0.0,0.0,0.0,0.03405680649354506,0.04900494049429681,0.029965890246084242,0.0,0.04018909534524921,0.021172060149301643,0.04722856736727766,0.017270673590091302,0.03424360221768751,0.017991164416452984,0.0,0.01571014214964396,0.0,0.0738274157068366,0.028528008509167927,0.019065009382312897,0.017753889324962142,0.021853988950020935,0.0,0.05833988786638136,0.0408353006335733,0.03171608696809434,0.03242609847851767
bringeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04961335573010249,0.0,0.0,0.0,0.0,0.0,0.0
brisbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
british,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
broadcast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153057796654005,0.0,0.038059821455776494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brokenhearted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046486351742089524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brother,0.05471756393975328,0.0,0.048271942260133406,0.04713626527481511,0.02290341566159687,0.05418472173042505,0.0,0.02503096574041222,0.023037358123879092,0.0,0.01834313894364829,0.033043076108754885,0.0,0.02111685826263448,0.039528571241262724,0.0,0.019044192486870046,0.046951285342956825,0.03358978858618491,0.06663521063414972,0.0,0.03984700837027417,0.0,0.0,0.0,0.0,0.0,0.029056194783700424,0.0,0.0,0.04334813188889224,0.04431854392702999
bruce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08171637305969522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
build,0.0,0.0,0.0,0.0,0.023686205497938602,0.0,0.07965599308675307,0.0,0.0,0.022938115439503675,0.01897006826038632,0.03417241788561352,0.017384718593993268,0.0,0.0,0.05385838121142949,0.0,0.018607831126636977,0.020516713624690323,0.0,0.030333557739428925,0.06351016121023147,0.03917166256686464,0.019214330990384092,0.0,0.0,0.02492179063377846,0.052282790714404545,0.02549571208640499,0.03304113657362798,0.0,0.021839792591649112
building,0.0,0.0,0.0,0.043208038269866585,0.0,0.04368118620941107,0.08385933539183162,0.0,0.0,0.0,0.0,0.0,0.0,0.040622897421086525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06288942945365315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
burden,0.0,0.031013011739012063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03398124227210901,0.07333264997261929,0.0,0.0,0.0,0.0,0.0,0.0,0.05785081546233416,0.0514616878081559,0.0,0.0,0.0,0.03427352791980782,0.04819494588449938,0.0,0.0,0.03691992080233106,0.0,0.0,0.0,0.0,0.0
burial,0.05811049131824634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206533473247515,0.0,0.07504743018928942,0.0,0.0,0.0,0.0,0.0,0.0
burst,0.0,0.0,0.09611635423091264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
bury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153057796654005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04432422122007743,0.0,0.0,0.0,0.0,0.0,0.0
busy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669357756474663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
busyness,0.0,0.0,0.0,0.0,0.0,0.0,0.05264164130862176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046486351742089524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byu,0.0,0.0,0.0,0.0,0.044059731492343775,0.0,0.0,0.0,0.0,0.0,0.0,0.06356558700866338,0.05475310217314088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03332537093110916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byword,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09126999912120737,0.0,0.0,0.0,0.0
cadence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05916545566438407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cagayan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047820799946053955,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
california,0.0,0.0,0.0,0.04047940413178297,0.0,0.040922672269515084,0.0,0.0,0.041518707655725136,0.0,0.0,0.0,0.030295880599247385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03092823807174156,0.0,0.0,0.0,0.0
call,0.0,0.0,0.04543280632418612,0.0,0.02451132838768388,0.0,0.0,0.0562181319979593,0.04174399203211878,0.023737178172384264,0.019630901737620037,0.035362834147003065,0.017990325483831855,0.03826402134822419,0.04230363735724972,0.02655782103076603,0.0,0.0,0.05066443071582657,0.0,0.0,0.0,0.0,0.0,0.03809356469963227,0.03547383156800256,0.08245628071738362,0.0,0.0,0.02019443104427136,0.037428246383943334,0.0
calleth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11893348279565819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
calling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03801440051540426,0.0,0.0,0.0437626684336259,0.04838278858235031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calvinism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calvinist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camille,0.0,0.04583122943568022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07122280290160066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camp,0.0,0.0,0.05126518945015407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05916545566438407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
cancel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09048760495235532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456049787355093,0.0,0.0,0.0,0.0,0.0
cancellation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08171637305969522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153057796654005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206533473247515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cane,0.0,0.0,0.0,0.05692129420825788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
